    0         1  
   94         6  
  166         2  
  240         4  
  303         1  
  365         2  
  436         1  
  507         0  
  577         2  
  646         1  
  709         0  
  773         1  
  835         2  
  912         3  
  982         0  
 1052         1  
 1108         0  
 1171         1  
 1234         1  
 1297         0  


