    0         0  
   94         1  
  166         1  
  240         0  
  303         3  
  365         1  
  436         2  
  507         0  
  577         1  
  646         2  
  709         0  
  773         1  
  835         2  
  912         0  
  982         1  
 1052         2  
 1108         2  
 1171         1  
 1234         2  
 1297         1  
