    0        9  
   94        25  
  166        16  
  240        11  
  303        9  
  365        18  
  436        11  
  507        28  
  577        12  
  646        22  
  709        7  
  773        8  
  835        11  
  912        40  
  982         4  
 1052        9  
 1108        21  
 1171        4  
 1234        8  
 1297        3  
