   0         2  
  94         3  
 166         1 
 240         0  
 303         0  
 365         2  
 436         1  
 507         0  
 577         1  
 646         0  
 709         1  
 773         1  
 835         0  
 912         2  
 982         0  
1052         0  
1108         2  
1171         0  
1234         1  
1297         1  
