    0              27 
   94              69 
  166             100  
  240             111  
  303             117  
  365             105  
  436             123  
  507             122  
  577             131  
  646             125  
  709             113  
  773             137  
  835             133  
  912             127  
  982             135  
 1052             130  
 1108             124  
 1171             119  
 1234             125  
 1297             138  
